,key,number,name,Event_1_Week,Event_1_Key,Event_1_fused,Event_2_Week,Event_2_Key,Event_2_fused,EPA,Win_Rate,EPA_Rank,EPA_Percentile
288,frc6071,6071,The Aluminators,4.0,mimid,4mimid,1.0,mimtp,1mimtp,10.56,0.4074,342,0.3307
289,frc6073,6073,Cav-Bots,4.0,mimid,4mimid,,,,16.85,0.4444,217,0.5753
290,frc6077,6077,Wiking Kujon,3.0,milsu,3milsu,2.0,mitvc,2mitvc,18.83,0.5172,178,0.6517
291,frc6078,6078,RoboRams,1.0,mike2,1mike2,3.0,mimas,3mimas,20.74,0.4524,153,0.7006
292,frc6079,6079,JET SET,1.0,miesc,1miesc,3.0,milsu,3milsu,13.35,0.4516,279,0.454
293,frc6081,6081,Digital Dislocators,0.0,mibat,0mibat,3.0,mibro,3mibro,35.63,0.7434,26,0.9491
294,frc6085,6085,Green Devil Bots,1.0,mike2,1mike2,3.0,mimas,3mimas,14.27,0.3333,260,0.4912
295,frc6087,6087,Cybertronic Lancers,0.0,milac,0milac,2.0,mitvc,2mitvc,18.96,0.5333,176,0.6556
296,frc6088,6088,Stephenson Eagles,1.0,miesc,1miesc,4.0,mimid,4mimid,12.5,0.4333,294,0.4247
297,frc6090,6090,Wayland Wildcats,4.0,miken,4miken,2.0,mimus,2mimus,36.57,0.6371,23,0.955
298,frc6091,6091,Eagle 1,1.0,mike2,1mike2,2.0,mitvc,2mitvc,6.73,0.2708,445,0.1292
299,frc6094,6094,Manic Mechanics,4.0,mibig,4mibig,2.0,mimus,2mimus,7.75,0.2083,420,0.1781
300,frc6096,6096,UPSM Cobrots,4.0,midet,4midet,2.0,midtr,2midtr,5.34,0.46,473,0.0744
301,frc6098,6098,bIrobot,2.0,miber,2miber,4.0,mibig,4mibig,15.47,0.5303,238,0.5342
302,frc6099,6099,Knight Riders,2.0,midtr,2midtr,4.0,mimcc,4mimcc,15.03,0.4167,245,0.5205
303,frc6100,6100,MS Mobots,4.0,mibig,4mibig,1.0,mimtp,1mimtp,20.43,0.4706,158,0.6908
304,frc6101,6101,Strange Quarks,4.0,miliv,4miliv,3.0,misal,3misal,10.97,0.4583,326,0.362
305,frc6112,6112,Cyberstangs,1.0,miesc,1miesc,3.0,milsu,3milsu,10.53,0.3148,343,0.3288
306,frc6113,6113,M.A.R.C. 1,2.0,miber,2miber,1.0,miesc,1miesc,13.26,0.5,281,0.4501
307,frc6114,6114,Hamilton CyberHawks,1.0,misjo,1misjo,3.0,miwmi,3miwmi,25.48,0.5357,92,0.82
308,frc6120,6120,CyberStangs,4.0,mimcc,4mimcc,0.0,mimil,0mimil,20.7,0.5238,154,0.6986
309,frc6121,6121,RoboVikes,3.0,milsu,3milsu,1.0,mimtp,1mimtp,25.16,0.6222,94,0.816
310,frc6128,6128,M.O.T.O.R (More Than Our Robot),2.0,mimus,2mimus,3.0,miwmi,3miwmi,17.01,0.3654,214,0.5812
311,frc6152,6152,Robo-Falcons,4.0,miliv,4miliv,3.0,misal,3misal,17.87,0.4186,201,0.6067
312,frc6190,6190,Cybernetic Crusaders,4.0,miliv,4miliv,3.0,misal,3misal,6.8,0.2083,442,0.135
313,frc6344,6344,Yale Jiggawattz,2.0,mibel,2mibel,0.0,mimil,0mimil,17.88,0.5556,199,0.6106
314,frc6345,6345,Nimrod Nation,1.0,miesc,1miesc,3.0,milsu,3milsu,9.69,0.375,366,0.2838
315,frc6428,6428,STEMINEERS,4.0,miken,4miken,3.0,miwmi,3miwmi,10.24,0.3333,347,0.3209
316,frc6528,6528,Terror Bytes,2.0,mibel,2mibel,1.0,misjo,1misjo,26.53,0.6,90,0.8239
317,frc6532,6532,TechnoPaths,2.0,midtr,2midtr,4.0,miliv,4miliv,15.65,0.4259,232,0.546
318,frc6533,6533,BeaverTech,4.0,mimid,4mimid,1.0,mimtp,1mimtp,5.51,0.3333,468,0.0841
319,frc6538,6538,Linc-Bots,2.0,mibel,2mibel,0.0,mimil,0mimil,17.49,0.551,207,0.5949
320,frc6548,6548,Perry RAMBOTS,1.0,misjo,1misjo,3.0,miwmi,3miwmi,24.14,0.5455,114,0.7769
321,frc6556,6556,Spartan Robotics,2.0,mibkn,2mibkn,3.0,mimas,3mimas,8.99,0.5385,386,0.2446
322,frc6558,6558,Aluminum Sting,1.0,miesc,1miesc,3.0,milsu,3milsu,7.54,0.4167,425,0.1683
323,frc6561,6561,Omecha Wolf Pack,0.0,milac,0milac,2.0,mimus,2mimus,0.0,0.0,0,0.0
324,frc6566,6566,Battering Rams,2.0,mibel,2mibel,0.0,mifer,0mifer,14.07,0.3462,263,0.4853
325,frc6567,6567,The Broken Drill Bits,0.0,mifer,0mifer,,,,10.49,0.4808,344,0.3268
326,frc6569,6569,Gladiators,1.0,miesc,1miesc,3.0,milsu,3milsu,26.68,0.5902,89,0.8258
327,frc6570,6570,Whiteford Bobcats,0.0,mifer,0mifer,1.0,misjo,1misjo,21.19,0.6,146,0.7143
328,frc6588,6588,Counter-Torque Robotics,2.0,miber,2miber,1.0,misjo,1misjo,11.24,0.3846,322,0.3699
329,frc6591,6591,Panther Powered Robotics 6591,2.0,mibkn,2mibkn,3.0,mimas,3mimas,7.44,0.375,428,0.1624
330,frc66,66,Grizzly Robotics,2.0,mibel,2mibel,0.0,mimil,0mimil,15.59,0.4138,235,0.5401
331,frc6610,6610,Robot Roll Call,1.0,mike2,1mike2,4.0,mimid,4mimid,6.3,0.3958,457,0.1057
332,frc6615,6615,Bellevillains,2.0,mibel,2mibel,4.0,midet,4midet,24.79,0.5781,99,0.8063
333,frc6616,6616,Mechanical Pumas,4.0,midet,4midet,2.0,midtr,2midtr,12.09,0.5385,300,0.4129
334,frc6618,6618,WARHBOTS,2.0,mibel,2mibel,0.0,mifer,0mifer,19.76,0.6122,165,0.6771
335,frc6631,6631,Rocket Robotics,2.0,mibkn,2mibkn,4.0,mimid,4mimid,7.8,0.3542,419,0.18
336,frc6637,6637,BetaWolves,3.0,mibro,3mibro,1.0,miesc,1miesc,14.86,0.4643,246,0.5186
337,frc6642,6642,Harrison Stingers of Steel,4.0,mibig,4mibig,1.0,mimtp,1mimtp,9.66,0.36,369,0.2779
338,frc67,67,The HOT Team,0.0,mimil,0mimil,3.0,misal,3misal,35.57,0.7143,27,0.9472
339,frc6753,6753,CBA RoboKings,4.0,mimid,4mimid,0.0,mimil,0mimil,18.48,0.5333,184,0.6399
340,frc68,68,Truck Town Thunder,3.0,mimas,3mimas,,,,27.12,0.5965,85,0.8337
341,frc6861,6861,The Tyros Team,4.0,miliv,4miliv,,,,19.29,0.4483,171,0.6654
342,frc6877,6877,Mechanical Mustangs,4.0,mibig,4mibig,1.0,misjo,1misjo,12.56,0.4444,292,0.4286
343,frc6914,6914,Retro5ive,3.0,mibro,3mibro,2.0,midtr,2midtr,14.43,0.4643,256,0.499
344,frc6963,6963,Blood Sweat and Gears,4.0,mibig,4mibig,1.0,mimtp,1mimtp,11.35,0.5,321,0.3718
345,frc70,70,More Martians,4.0,mibig,4mibig,0.0,miket,0miket,28.56,0.6207,75,0.8532
346,frc7054,7054,SC Sailors,4.0,mibig,4mibig,2.0,mimus,2mimus,13.25,0.375,282,0.4481
347,frc7056,7056,The F.A.S.T. Team - Fowlerville Area Scientific Technicians,0.0,mimil,0mimil,,,,30.17,0.65,63,0.8767
348,frc7109,7109,Clare Chaos Theory,4.0,mimid,4mimid,1.0,mimtp,1mimtp,8.65,0.38,398,0.2211
349,frc7145,7145,Robocanes,4.0,midet,4midet,2.0,midtr,2midtr,9.99,0.4286,358,0.2994
350,frc7147,7147,Rising Falcons,0.0,mimil,0mimil,3.0,misal,3misal,10.88,0.3542,328,0.3581
351,frc7155,7155,The Robotic Rangers,0.0,milac,0milac,2.0,mitvc,2mitvc,10.66,0.375,336,0.3425
352,frc7160,7160,Ludington O-Bots,4.0,mibig,4mibig,2.0,mitvc,2mitvc,16.96,0.5167,216,0.5773
353,frc7166,7166,Red Thunder Robotics,3.0,mimas,3mimas,0.0,mimil,0mimil,28.41,0.5185,78,0.8474
354,frc7174,7174,Charger Robotics,0.0,mifer,0mifer,3.0,misal,3misal,30.31,0.6944,62,0.8787
355,frc7178,7178,Yeti,4.0,miliv,4miliv,0.0,mimil,0mimil,23.96,0.5111,117,0.771
356,frc7188,7188,SaddleBots,3.0,mibro,3mibro,4.0,mimcc,4mimcc,17.95,0.4615,198,0.6125
357,frc7191,7191,Gator Nation Innovators,3.0,mibro,3mibro,2.0,midtr,2midtr,7.03,0.4167,437,0.1448
358,frc7195,7195,Twin River Robotics,0.0,miket,0miket,2.0,mitvc,2mitvc,9.3,0.4444,378,0.2603
359,frc7196,7196,Tech Tigers,4.0,midet,4midet,2.0,midtr,2midtr,15.76,0.5167,230,0.5499
360,frc7197,7197,Mountie Megabots,0.0,mibat,0mibat,2.0,mibkn,2mibkn,32.62,0.5965,46,0.91
361,frc7202,7202,Cyber Orioles,3.0,milsu,3milsu,0.0,mimil,0mimil,14.71,0.2692,251,0.5088
362,frc7203,7203,21st Century Cyber Bearcats,1.0,misjo,1misjo,3.0,miwmi,3miwmi,4.81,0.2917,483,0.0548
363,frc7210,7210,RoboJackets  7210,1.0,misjo,1misjo,3.0,miwmi,3miwmi,6.53,0.375,448,0.1233
364,frc7211,7211,Hollywood,4.0,mibig,4mibig,1.0,mike2,1mike2,23.7,0.5698,121,0.7632
365,frc7220,7220,Steel Falcons,2.0,mibel,2mibel,4.0,miliv,4miliv,11.96,0.3077,303,0.407
366,frc7221,7221,Viking Robotics,2.0,mibkn,2mibkn,0.0,mimil,0mimil,6.11,0.375,460,0.0998
367,frc7225,7225,Mechatronic Mustangs,0.0,mimil,0mimil,3.0,misal,3misal,16.17,0.4063,227,0.5558
368,frc7226,7226,Error 404,0.0,mibat,0mibat,3.0,mimas,3mimas,31.88,0.6017,52,0.8982
369,frc7244,7244,Huskies Robotics,0.0,milac,0milac,,,,0.0,0.0,0,0.0
370,frc7247,7247,Error 404,2.0,mibkn,2mibkn,4.0,mimcc,4mimcc,14.13,0.5938,262,0.4873
371,frc7248,7248,Tactical Hams,4.0,miken,4miken,3.0,miwmi,3miwmi,10.0,0.2917,357,0.3014
372,frc7250,7250,OsCODEa 0w|5,0.0,milac,0milac,3.0,milsu,3milsu,11.54,0.48,312,0.3894
373,frc7254,7254,Knowmads,0.0,mibat,0mibat,3.0,mimas,3mimas,10.12,0.3333,352,0.3112
374,frc7256,7256,Irish Robotics,0.0,mibat,0mibat,1.0,misjo,1misjo,8.41,0.5,408,0.2016
375,frc7289,7289,Blue Eagles,2.0,mibkn,2mibkn,3.0,mimas,3mimas,18.39,0.5862,186,0.636
376,frc74,74,Team CHAOS,1.0,misjo,1misjo,3.0,miwmi,3miwmi,23.81,0.6129,120,0.7652
377,frc7491,7491,Cyber Soldiers,0.0,miket,0miket,3.0,mimas,3mimas,18.04,0.4677,197,0.6145
378,frc7501,7501,Golden Gears,2.0,mibkn,2mibkn,0.0,milac,0milac,24.54,0.5439,105,0.7945
379,frc7553,7553,OSTC -  SWEET BOTS,4.0,miliv,4miliv,0.0,mimil,0mimil,17.43,0.5156,209,0.591
380,frc7597,7597,Team HorsePowered,2.0,mibkn,2mibkn,0.0,mifer,0mifer,1.06,0.375,511,0.0
381,frc7598,7598,SCA Constellations,4.0,miliv,4miliv,2.0,mitvc,2mitvc,9.73,0.3542,364,0.2877
382,frc7656,7656,MC Hammers,2.0,mibkn,2mibkn,4.0,midet,4midet,14.46,0.4828,255,0.501
383,frc7658,7658,MagiTech,0.0,mibat,0mibat,4.0,miken,4miken,15.05,0.4464,244,0.5225
384,frc7660,7660,The Byting Irish,2.0,mibel,2mibel,0.0,mimil,0mimil,22.87,0.5956,129,0.7476
385,frc7692,7692,Beach Bums  7692,4.0,midet,4midet,3.0,misal,3misal,13.77,0.4194,273,0.4658
386,frc7713,7713,Norse Code,1.0,miesc,1miesc,0.0,milac,0milac,5.14,0.3958,477,0.0665
387,frc7716,7716,JLW Formula 01,4.0,midet,4midet,3.0,mitry,3mitry,12.55,0.4815,293,0.4266
388,frc7762,7762,AutoPilots,12.0,mimcc,12mimcc,,,,30.92,0.5169,58,0.8865
389,frc7768,7768,The AutoMatons,1.0,miesc,1miesc,3.0,milsu,3milsu,24.47,0.5833,107,0.7906
390,frc7769,7769,The CREW,2.0,mibel,2mibel,0.0,mifer,0mifer,43.2,0.8261,9,0.9824
391,frc7772,7772,The Lucky 7's,1.0,mike2,1mike2,4.0,mimid,4mimid,13.81,0.5,271,0.4697
392,frc7782,7782,Wolverine Circuit Breakers,1.0,miesc,1miesc,2.0,mitvc,2mitvc,24.09,0.5465,115,0.775
393,frc7784,7784,Vassar Voltage,1.0,mike2,1mike2,0.0,miket,0miket,15.48,0.5,236,0.5382
394,frc7790,7790,Baywatch Robotics,0.0,milac,0milac,2.0,mitvc,2mitvc,20.66,0.5357,156,0.6947
395,frc7794,7794,Marion Eagle Engineers,0.0,milac,0milac,2.0,mitvc,2mitvc,4.91,0.2708,481,0.0587
396,frc7808,7808,Kalkaska Dragoneers,4.0,miken,4miken,2.0,mitvc,2mitvc,11.56,0.2593,311,0.3914
397,frc7809,7809,Valhalla Nation,4.0,miken,4miken,1.0,misjo,1misjo,9.44,0.4231,375,0.2661
398,frc7810,7810,Eagle Robotics,4.0,miken,4miken,2.0,mimus,2mimus,1.77,0.25,509,0.0039
399,frc7811,7811,Flamin' Hot Tigers,0.0,mibat,0mibat,1.0,misjo,1misjo,4.15,0.25,494,0.0333
400,frc7813,7813,New Haven Nuts and Bolts,4.0,mimcc,4mimcc,0.0,mimil,0mimil,5.38,0.3333,472,0.0763
401,frc7814,7814,RV Gearheads,2.0,miber,2miber,1.0,misjo,1misjo,5.54,0.3958,466,0.0881
402,frc7818,7818,Williamston High School Vespidae,4.0,miken,4miken,3.0,mimas,3mimas,8.72,0.4167,392,0.2329
403,frc7826,7826,Robotic Sentinels,4.0,mibig,4mibig,1.0,miesc,1miesc,18.39,0.5,187,0.6341
404,frc7855,7855,Chronic Robophobia,0.0,milac,0milac,2.0,mitvc,2mitvc,9.46,0.2917,373,0.2701
405,frc7856,7856,UPAD  Fusion,4.0,midet,4midet,,,,7.47,0.4583,426,0.1663
406,frc7865,7865,Hope of Detroit Robotics,4.0,midet,4midet,2.0,midtr,2midtr,4.58,0.3333,490,0.0411
407,frc7911,7911,Scrap Cat Robotics,4.0,mibig,4mibig,3.0,miwmi,3miwmi,9.03,0.38,383,0.2505
408,frc8041,8041,Lake City Ultrabots,0.0,milac,0milac,2.0,mimus,2mimus,11.77,0.4038,306,0.4012
409,frc8115,8115,Platinum Peacocks,4.0,mimcc,4mimcc,3.0,mitry,3mitry,13.93,0.4615,268,0.4755
410,frc8124,8124,BearBots,2.0,mibel,2mibel,3.0,mibro,3mibro,4.98,0.3333,480,0.0607
411,frc8126,8126,Control Freaks,0.0,mibat,0mibat,2.0,mimus,2mimus,12.2,0.3462,297,0.4188
412,frc815,815,Advanced Power,3.0,mibro,3mibro,2.0,midtr,2midtr,24.21,0.6818,111,0.7828
413,frc8179,8179,Robo Falcons,2.0,mibel,2mibel,4.0,midet,4midet,13.26,0.4222,280,0.4521
414,frc818,818,The Steel Armadillos,4.0,mimcc,4mimcc,3.0,mitry,3mitry,32.36,0.621,50,0.9022
415,frc8193,8193,Steel Stingers,2.0,midtr,2midtr,0.0,miket,0miket,16.51,0.4483,222,0.5656
416,frc8280,8280,K9.0 Robotics,3.0,mibro,3mibro,0.0,mifer,0mifer,14.64,0.5,252,0.5068
417,frc8285,8285,Bionic Bulldogs,4.0,miken,4miken,2.0,mimus,2mimus,19.58,0.4853,168,0.6712
418,frc8286,8286,Farwell Robotics,4.0,mibig,4mibig,1.0,mimtp,1mimtp,23.52,0.5795,124,0.7573
419,frc8297,8297,WIHI Robo Wolves,2.0,mibel,2mibel,4.0,miken,4miken,10.05,0.2917,355,0.3053
420,frc830,830,The RatPack,3.0,misal,3misal,,,,17.1,0.5667,212,0.5851
421,frc8300,8300,Titan Robotics,0.0,mibat,0mibat,2.0,mibkn,2mibkn,8.06,0.4063,413,0.1918
422,frc8352,8352,CODE Gold,4.0,midet,4midet,2.0,midtr,2midtr,13.92,0.5455,269,0.4736
423,frc8362,8362,Circuit Breakers,3.0,mibro,3mibro,4.0,midet,4midet,4.67,0.4167,484,0.0528
424,frc8364,8364,Rising Stars Academy - Nebulas,4.0,mimcc,4mimcc,3.0,mitry,3mitry,4.52,0.375,491,0.0391
425,frc8373,8373,The Flying Octopi: 8373 R.R.T.,2.0,mibel,2mibel,3.0,misal,3misal,19.63,0.4889,167,0.6732
426,frc8374,8374,Bongo Bots,2.0,mibkn,2mibkn,3.0,mimas,3mimas,8.0,0.125,415,0.1879
427,frc8385,8385,Metal Madness,0.0,miket,0miket,4.0,miliv,4miliv,12.6,0.4074,291,0.4305
428,frc8397,8397,Astrobots,4.0,miken,4miken,3.0,miwmi,3miwmi,13.06,0.3846,287,0.4384
429,frc8423,8423,Next Express,2.0,mibkn,2mibkn,0.0,mimil,0mimil,13.93,0.4615,267,0.4775
430,frc8424,8424,Tractor Technicians Next Gen,11.0,mimas,11mimas,,,,12.45,0.5227,295,0.4227
431,frc8426,8426,Automated Amphibians,1.0,mike2,1mike2,4.0,miliv,4miliv,11.43,0.2143,319,0.3757
432,frc8427,8427,Protobots,2.0,midtr,2midtr,0.0,mifer,0mifer,19.15,0.5233,173,0.6614
433,frc85,85,B.O.B. (Built on Brains),2.0,mimus,2mimus,3.0,miwmi,3miwmi,32.78,0.5847,41,0.9198
434,frc8517,8517,Bounty Hunters,4.0,mimid,4mimid,1.0,mimtp,1mimtp,32.55,0.6885,48,0.9061
435,frc8519,8519,Iron Eagles,2.0,mibkn,2mibkn,0.0,mimil,0mimil,9.73,0.3167,365,0.2857
436,frc8522,8522,Springport High School,2.0,mibkn,2mibkn,3.0,mibro,3mibro,20.31,0.5,160,0.6869
437,frc857,857,Superior Roboworks,1.0,miesc,1miesc,3.0,milsu,3milsu,33.2,0.6111,39,0.9237
438,frc858,858,Demons Robotics,0.0,mibat,0mibat,4.0,miken,4miken,19.54,0.5217,169,0.6693
439,frc8608,8608,Alpha Bots,0.0,mibat,0mibat,3.0,mimas,3mimas,39.33,0.6949,14,0.9726
440,frc8611,8611,Cyber Patriots,4.0,mibig,4mibig,2.0,mitvc,2mitvc,11.53,0.4167,314,0.3855
441,frc8612,8612,Calvin Christian Robotics,4.0,mibig,4mibig,2.0,mimus,2mimus,23.56,0.4667,123,0.7593
442,frc862,862,Lightning Robotics,2.0,mibel,2mibel,3.0,miwmi,3miwmi,31.54,0.6071,56,0.8904
443,frc8623,8623,Michigan FC,3.0,mibro,3mibro,4.0,miliv,4miliv,6.73,0.4167,444,0.1311
444,frc8728,8728,Argonauts,2.0,mibel,2mibel,,,,21.02,0.4516,149,0.7084
445,frc8767,8767,Dark Horse Robotics,3.0,misal,3misal,1.0,misjo,1misjo,8.53,0.4167,404,0.2094
446,frc8774,8774,REST Robotics,2.0,mibel,2mibel,0.0,mifer,0mifer,11.45,0.4231,316,0.3816
447,frc8832,8832,AutoDawgs,4.0,miliv,4miliv,3.0,misal,3misal,8.49,0.2917,407,0.2035
448,frc8873,8873,Rockefeller Robotics,1.0,mimtp,1mimtp,2.0,mitvc,2mitvc,30.86,0.541,60,0.8826
449,frc8895,8895,Redwolves Robotics,2.0,mibkn,2mibkn,0.0,mimil,0mimil,9.66,0.4583,368,0.2798
450,frc8899,8899,Eagles,4.0,mimcc,4mimcc,,,,8.34,0.4167,409,0.1996
451,frc894,894,The Power Chargers,0.0,miket,0miket,3.0,misal,3misal,24.89,0.6739,97,0.8102
452,frc904,904,D Cubed,4.0,miken,4miken,3.0,miwmi,3miwmi,12.75,0.3654,290,0.4325
453,frc910,910,The Foley Freeze,0.0,miket,0miket,3.0,mimas,3mimas,36.07,0.6587,24,0.953
454,frc9106,9106,Spires,2.0,miber,2miber,4.0,miken,4miken,8.03,0.5357,414,0.1898
455,frc9148,9148,Atlas,0.0,mifer,0mifer,4.0,miliv,4miliv,6.11,0.2917,461,0.0978
456,frc9176,9176,Greenspire Steel Sturgeons,4.0,mimid,4mimid,2.0,mitvc,2mitvc,23.98,0.4524,116,0.773
457,frc9182,9182,Tech Tr1be,2.0,mibel,2mibel,0.0,mimil,0mimil,18.16,0.3448,192,0.6243
458,frc9183,9183,RoboComets,0.0,mibat,0mibat,2.0,mibkn,2mibkn,5.13,0.3125,478,0.0646
459,frc9188,9188,Pantherbots2,1.0,miesc,1miesc,3.0,milsu,3milsu,8.69,0.3462,395,0.227
460,frc9203,9203,Quake,0.0,mibat,0mibat,3.0,mimas,3mimas,8.93,0.4839,389,0.2387
461,frc9204,9204,Aluminum Armada,4.0,miliv,4miliv,0.0,mimil,0mimil,8.49,0.3542,406,0.2055
462,frc9205,9205,Technical Marauders1,3.0,milsu,3milsu,2.0,mimus,2mimus,7.06,0.2083,436,0.1468
463,frc9206,9206,GRP Titans,4.0,miken,4miken,3.0,miwmi,3miwmi,8.87,0.375,390,0.2368
464,frc9207,9207,Redneck Robotics,0.0,miket,0miket,3.0,miwmi,3miwmi,10.66,0.4483,335,0.3444
465,frc9208,9208,Eddies Circuit,2.0,miber,2miber,0.0,miket,0miket,24.33,0.5476,108,0.7886
466,frc9210,9210,Fighting Falcons,2.0,mibkn,2mibkn,3.0,misal,3misal,4.59,0.4167,489,0.0431
467,frc9212,9212,Infinity,2.0,mibel,2mibel,4.0,mimcc,4mimcc,13.53,0.5,276,0.4599
468,frc9215,9215,T-Town Tech,0.0,mibat,0mibat,3.0,mimas,3mimas,17.88,0.602,200,0.6086
469,frc9225,9225,Wired Wildcats,4.0,mibig,4mibig,2.0,mimus,2mimus,10.01,0.3333,356,0.3033
470,frc9226,9226,GRemlins of Gabriel Richard Catholic High School,3.0,mibro,3mibro,4.0,miliv,4miliv,15.32,0.3571,241,0.5284
471,frc9227,9227,Backwoods Bots,0.0,milac,0milac,3.0,milsu,3milsu,5.89,0.375,463,0.0939
472,frc9237,9237,The Dragonators,1.0,mike2,1mike2,3.0,mitry,3mitry,21.83,0.6136,139,0.728
473,frc9238,9238,Jaybots,0.0,mibat,0mibat,3.0,mimas,3mimas,3.67,0.2292,499,0.0235
474,frc9239,9239,Panthers robotics,0.0,mibat,0mibat,2.0,mibkn,2mibkn,6.52,0.375,449,0.1213
475,frc9241,9241,EV ROBOTICS,3.0,mimas,3mimas,0.0,mimil,0mimil,7.82,0.3125,418,0.182
476,frc9242,9242,Hamady Hawks,4.0,mibig,4mibig,1.0,mike2,1mike2,11.22,0.4677,323,0.3679
477,frc9245,9245,Laker Dreadnoughts,0.0,miket,0miket,3.0,mitry,3mitry,20.21,0.5172,162,0.683
478,frc9248,9248,Orchard View Cyber Cardinals,2.0,mimus,2mimus,3.0,miwmi,3miwmi,4.08,0.2083,495,0.0313
479,frc9249,9249,Copper Country Cats,1.0,miesc,1miesc,3.0,milsu,3milsu,6.3,0.3125,456,0.1076
480,frc9251,9251,Spartan Robotics,1.0,mike2,1mike2,,,,10.14,0.4138,351,0.3131
481,frc9252,9252,Wingspan,4.0,midet,4midet,3.0,mitry,3mitry,5.59,0.2917,465,0.09
482,frc9255,9255,Botmasterz,2.0,midtr,2midtr,1.0,mike2,1mike2,6.83,0.3333,441,0.137
483,frc9312,9312,NERD Spark,2.0,mibkn,2mibkn,3.0,mibro,3mibro,34.7,0.5893,32,0.9374
484,frc94,94,The  TechnoJays,12.0,midet,12midet,,,,10.67,0.5,334,0.3464
485,frc9455,9455,DinoMights,3.0,mibro,3mibro,0.0,mimil,0mimil,14.06,0.3382,264,0.4834
486,frc9528,9528,The Wolf Pack,4.0,mimcc,4mimcc,,,,7.14,0.2292,434,0.1507
487,frc9541,9541,M-stee (squared),0.0,milac,0milac,2.0,mitvc,2mitvc,8.66,0.375,397,0.2231
488,frc9542,9542,Technodogs,1.0,mimtp,1mimtp,3.0,miwmi,3miwmi,9.01,0.4583,385,0.2466
489,frc9548,9548,NASA Bark River Bronconaughts,1.0,miesc,1miesc,,,,11.93,0.463,304,0.4051
490,frc9549,9549,The Mechadogs,1.0,misjo,1misjo,3.0,miwmi,3miwmi,7.36,0.3333,431,0.1566
491,frc9558,9558,The Steel Vipers,4.0,mimcc,4mimcc,3.0,mitry,3mitry,18.55,0.5116,182,0.6438
492,frc9566,9566,Red Storm Rookies,0.0,mibat,0mibat,4.0,miken,4miken,17.7,0.5172,204,0.6008
493,frc9568,9568,AstroBots,0.0,milac,0milac,1.0,mimtp,1mimtp,7.96,0.375,417,0.184
494,frc9572,9572,CC Shambytes,1.0,mike2,1mike2,4.0,miliv,4miliv,14.58,0.3864,253,0.5049
495,frc9594,9594,Ashley  Bears,4.0,mimid,4mimid,2.0,mimus,2mimus,11.53,0.5,313,0.3875
496,frc9618,9618,Tronarchs,2.0,midtr,2midtr,4.0,miliv,4miliv,13.5,0.4255,277,0.4579
497,frc9638,9638,"Tigers, Bro",1.0,misjo,1misjo,3.0,miwmi,3miwmi,8.67,0.3077,396,0.225
498,frc9648,9648,Tigers Robotics,0.0,miket,0miket,4.0,mimid,4mimid,15.29,0.4167,242,0.5264
499,frc9650,9650,Mio-Ausable Thunderbotz,0.0,milac,0milac,1.0,mimtp,1mimtp,5.16,0.4167,476,0.0685
500,frc9651,9651,Ecorse Robo Raiders,2.0,midtr,2midtr,0.0,mifer,0mifer,2.56,0.2708,508,0.0059
501,frc9661,9661,Huskie STEAM,3.0,mimas,3mimas,4.0,mimid,4mimid,6.47,0.2708,452,0.1155
502,frc9662,9662,Valley Lutheran High School Chargers,1.0,mike2,1mike2,4.0,mimid,4mimid,13.91,0.4375,270,0.4716
503,frc9671,9671,Robosnacks,0.0,mibat,0mibat,4.0,miken,4miken,6.72,0.2083,446,0.1272
504,frc9672,9672,Colon Magi Robotics,0.0,mibat,0mibat,1.0,mimtp,1mimtp,9.16,0.4231,380,0.2564
505,frc9673,9673,Ithaca Volt Vespids,1.0,mimtp,1mimtp,2.0,mitvc,2mitvc,15.68,0.4231,231,0.5479
506,frc9674,9674,Trojan Power Robotics,9.0,miesc,9miesc,,,,13.96,0.3929,266,0.4795
507,frc9679,9679,Madison Eagles,0.0,mifer,0mifer,4.0,mimcc,4mimcc,7.24,0.3333,433,0.1526
508,frc9682,9682,(un)Kn0wledgeables,1.0,miesc,1miesc,,,,0.0,0.0,0,0.0
509,frc9685,9685,Crystal Oscillators,4.0,mimid,4mimid,,,,5.53,0.3333,467,0.0861
510,frc9697,9697,Bionic Bucs,4.0,miken,4miken,0.0,miket,0miket,3.97,0.2917,496,0.0294
511,frc9703,9703,Q_Bots,0.0,mibat,0mibat,2.0,mibkn,2mibkn,8.71,0.3125,394,0.229
512,frc9721,9721,Redhawk Robotics,4.0,mibig,4mibig,3.0,miwmi,3miwmi,16.4,0.4375,225,0.5597
513,frc9722,9722,Polar Robotics,1.0,miesc,1miesc,3.0,milsu,3milsu,10.06,0.375,354,0.3072
514,frc9731,9731,All Saints Cougars,1.0,mike2,1mike2,4.0,mimid,4mimid,10.17,0.3333,350,0.3151
515,frc9733,9733,Gold Diggers,1.0,miesc,1miesc,3.0,milsu,3milsu,3.4,0.3333,501,0.0196
516,frc9735,9735,Electric Dragons,2.0,mibel,2mibel,4.0,miliv,4miliv,4.26,0.2083,493,0.0352
517,frc9736,9736,Tawas Braves,4.0,mimid,4mimid,2.0,mitvc,2mitvc,3.27,0.3333,502,0.0176
518,frc9742,9742,Walkerville Wildcats,4.0,mibig,4mibig,3.0,miwmi,3miwmi,10.88,0.3125,329,0.3562
519,frc9743,9743,MV TITANS,0.0,mibat,0mibat,2.0,mimus,2mimus,10.2,0.4167,349,0.317
