,key,number,name,Event_1_Week,Event_1_Key,Event_1_fused,Event_2_Week,Event_2_Key,Event_2_fused,EPA,Win_Rate,EPA_Rank,EPA_Percentile
520,frc9747,9747,ElectroPanthers II,4.0,mimcc,4mimcc,3.0,mitry,3mitry,4.65,0.3333,485,0.0509
521,frc9751,9751,PantherBots,2.0,midtr,2midtr,3.0,mitry,3mitry,7.09,0.3125,435,0.1487
522,frc9753,9753,Team Success,4.0,miken,4miken,3.0,mimas,3mimas,7.46,0.3333,427,0.1644
523,frc9754,9754,Vestabots,0.0,milac,0milac,2.0,mimus,2mimus,6.92,0.2778,439,0.1409
524,frc9755,9755,Red Devil Robotics,1.0,miesc,1miesc,3.0,milsu,3milsu,8.5,0.3125,405,0.2074
525,frc9756,9756,Robo Panthers,4.0,mibig,4mibig,2.0,mimus,2mimus,11.62,0.4375,310,0.3933
526,frc9757,9757,Mecha Marauders,0.0,miket,0miket,4.0,mimcc,4mimcc,4.63,0.2857,487,0.047
527,frc9758,9758,Pantron-X,2.0,miber,2miber,1.0,misjo,1misjo,11.63,0.3429,309,0.3953
528,frc9759,9759,Forge of Falcon,0.0,milac,0milac,1.0,mimtp,1mimtp,2.65,0.2083,507,0.0078
529,frc9771,9771,FPro,0.0,mimil,0mimil,2.0,mitvc,2mitvc,12.96,0.4038,288,0.4364
530,frc9773,9773,Cardinal Robotics,1.0,miesc,1miesc,3.0,milsu,3milsu,10.22,0.4583,348,0.319
531,frc9775,9775,Ravens,4.0,midet,4midet,3.0,misal,3misal,3.09,0.0417,505,0.0117
532,frc9776,9776,Gator Gears,0.0,miket,0miket,3.0,mitry,3mitry,9.68,0.5,367,0.2818
